"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cxxc5",1245.31597377022,-2.14973020299651,0.228849448282819,-9.39364380874455,5.79596572479649e-21,4.92243933671105e-17
"Eif2s3y",358.872623839573,-2.45527366483609,0.261812939150252,-9.37796914394301,6.72556269532866e-21,4.92243933671105e-17
"Ppp1r14a",131.923895218628,0.746692548279962,0.121754549615924,6.13276917072433,8.63624129946905e-10,4.21391000472093e-06
"Lad1",729.012193513579,0.64344230390028,0.109088039880847,5.89837625282378,3.67096124667213e-09,8.9559217881311e-06
"Rtn4",8985.17154318804,-0.252243035011902,0.0424655043713186,-5.93995146757912,2.85106468126179e-09,8.9559217881311e-06
"Uty",398.827146411548,-1.7859424191672,0.301539809493658,-5.92274175063697,3.16617856807157e-09,8.9559217881311e-06
"Taok1",8654.99467225909,-0.328343208860038,0.0559419891901209,-5.86935169116263,4.37502509984902e-09,9.14880248736998e-06
"Gprasp1",2494.51390997687,-0.297012918924352,0.0509752990329592,-5.82660473913672,5.65663710863267e-09,1.03502317495206e-05
"Ddx3y",260.463600922334,-1.68772827352532,0.298315956069337,-5.65751928178136,1.53576567829921e-08,2.49783755543821e-05
"Ccdc88a",2466.89839451533,-0.482012495703445,0.0886712794505109,-5.43594835543639,5.45057417383128e-08,7.25322770514021e-05
"Rhox9",251.144306102598,2.25293105533611,0.413415001934351,5.4495628963505,5.04937642350787e-08,7.25322770514021e-05
"Xlr3a",24.5004635989901,-5.36682326695386,1.00306313365513,-5.35043417197213,8.77434658421503e-08,0.00010703240441645
"Cdc42bpg",1566.28930529164,0.380742348066839,0.0719403960985354,5.29246944297253,1.20675638198552e-07,0.000126174999425029
"Psd2",136.374145156845,3.36496243156026,0.634460077952027,5.30366298604952,1.13501771376093e-07,0.000126174999425029
"Sfrp1",1972.71415281894,-0.985440236452135,0.191413379481281,-5.14823069903798,2.62954963867554e-07,0.000256608984072884
"Tiparp",3158.81321298886,-0.420578269991447,0.0826181157069272,-5.0906301407717,3.56875535169241e-07,0.000326496505237959
"Upf1",7332.6950872429,0.199705425183105,0.0398849787762475,5.00703350761302,5.52753074210825e-07,0.000475952911782239
"Cnot6",4293.96200259293,-0.345801081552894,0.071349460036224,-4.84658302077313,1.25606039263526e-06,0.000967695369862893
"Mapk8",1461.09705051106,-0.425595911440137,0.0878099806776794,-4.84678288453741,1.25479620200703e-06,0.000967695369862893
"Phldb3",84.8457221740421,0.953518203157173,0.198370472640716,4.80675470731051,1.53400011361889e-06,0.00112273468315766
"Bmt2",1134.06698440767,-0.46390730568479,0.0969340519787479,-4.78580329837546,1.70304789138316e-06,0.00113314613791212
"Nr2c2",2233.29020302048,-0.26080939692542,0.0544891858807842,-4.78644326777133,1.69762897093637e-06,0.00113314613791212
"Lgals1",1474.54058109891,1.02915994053878,0.215528591529818,4.77505064749797,1.79662031980972e-06,0.00114343166266846
"Cmip",3182.86469053615,0.213979992817332,0.045310833870931,4.72249072764495,2.32973714456099e-06,0.00136410769288335
"Hspg2",8574.72249355286,0.50429375652681,0.106635034092734,4.72915642422225,2.2545463413913e-06,0.00136410769288335
"3830417A13Rik",72.6808983129934,2.99604386263053,0.644252025875643,4.65042210547715,3.31256343213122e-06,0.00186497321228988
"Dip2c",1006.40276371505,-0.447607462881222,0.0964805183519595,-4.63935590860278,3.49496713501942e-06,0.00189478996008942
"Cad",11964.1904669345,0.147262971828361,0.0319871432936879,4.60381755495562,4.14815894243128e-06,0.00209381898618307
"Cdk9",2091.48162437235,0.173647027810809,0.0376879767673893,4.60749137271444,4.07556108318033e-06,0.00209381898618307
"Dnm2",2211.92006167555,0.294699245332529,0.066459950321431,4.43423812246665,9.23984567405104e-06,0.0045084286992253
"Lnpep",1951.10449096271,-0.242230300454483,0.0550317923642198,-4.40164294216182,1.07434252993705e-05,0.00507297611394144
"F3",157.973498140435,0.466425435583286,0.106226787415917,4.3908457266721,1.12910632410555e-05,0.00516495574133033
"Nxf3",39.7625954566277,-2.28398430110407,0.522035543673779,-4.37515094284717,1.2134847899798e-05,0.00533118974840743
"Sptan1",15247.5111355104,0.332178269204566,0.0760005419184612,4.37073553450383,1.23828700263596e-05,0.00533118974840743
"Rhox6",195.564211525071,2.3495837712257,0.538396459157821,4.36404016271022,1.2768211992937e-05,0.00534003106150318
"Nsg2",34.5009236199807,-1.97276189057606,0.465454706475183,-4.23835415805649,2.25164377861181e-05,0.0091554337864777
"Tnpo1",10910.8263938848,-0.201115181901727,0.0475699319666051,-4.22777947302748,2.36008936603279e-05,0.00933702382161836
"Mesdc1",803.979423845002,0.444500410438159,0.106233441686484,4.18418535050356,2.86190539298202e-05,0.011024360826966
"Aox3",12.4399468050235,2.2644220438728,0.549804798300427,4.11859272758741,3.81193176937028e-05,0.0134926265083861
"Ap2s1",951.609793102494,0.277210869509482,0.067091572028385,4.13182850138315,3.59888898339731e-05,0.0134926265083861
"Cc2d1a",1283.79933543095,0.421219485612048,0.102361327944611,4.11502560654522,3.87136434862835e-05,0.0134926265083861
"Samd8",1416.85580011072,-0.298175481899726,0.0724117111483854,-4.11777980620715,3.82539933986486e-05,0.0134926265083861
"Gpat3",144.759289240869,1.72197043511162,0.419585431395774,4.10398051568042,4.06101680678846e-05,0.0138244567483185
"H3f3b",13424.2798821231,-0.23362031259647,0.0575056953398347,-4.06255956415919,4.85375570423771e-05,0.0161475627269617
"S100a13",52.7433025332286,1.14609907908644,0.284198259895205,4.03274488559166,5.51291179845494e-05,0.0177261105313828
"Tmem116",19.649533740486,1.15361813799907,0.286235903617965,4.03030550471677,5.57044052769235e-05,0.0177261105313828
"Cr1l",440.909109719765,-0.391532770439806,0.0974075083549357,-4.0195337818634,5.83134203646861e-05,0.0181615286659207
"Pcbp1",10834.0156074035,0.298505017211399,0.0743643183470014,4.01408933540551,5.9675743132937e-05,0.0181986151662486
"Slc25a4",5486.30020663914,0.456895913069981,0.114418188009671,3.99321052900577,6.51846438453702e-05,0.0194729146246639
"Fstl3",74.4420194054995,1.31198273831487,0.329095775435382,3.98662892764016,6.70187169234448e-05,0.0196203995665077
"Ndufa13",1589.30562134593,0.340830386479137,0.0856480571965765,3.97942927878533,6.90809055655526e-05,0.0198275744248737
"Bhlhb9",1253.45169081697,-0.321502304753075,0.0812118515095105,-3.9588101832086,7.53240699155692e-05,0.0212037256812327
"Nlk",2105.72119610372,-0.303617878933749,0.0775512426169476,-3.91506143149018,9.03811926902555e-05,0.0249622622377351
"Chmp1a",1549.27309758012,0.23135443114272,0.0593462306181545,3.89838459381356,9.68365323175412e-05,0.0257726029102576
"Pttg1ip",1210.191778683,0.320067173134464,0.0820847274361508,3.8992292857819,9.64993618644543e-05,0.0257726029102576
"Ap5z1",460.752258771719,0.391503770061372,0.101453884907472,3.8589332524667,0.000113883033475126,0.0296484100914908
